Crop_Type,Crop_Stage,Season,Temperature_C,Humidity_pct,Disease_Risk_Label
Maize,Flowering,Rabi,35.0,64.7,Healthy_Low_Risk
Rice,Vegetative,Kharif,33.6,45.4,Healthy_Low_Risk
Rice,Vegetative,Rabi,25.3,95.2,High_Risk_Rice_Blast
Groundnut,Vegetative,Rabi,23.8,74.9,Healthy_Low_Risk
Groundnut,Vegetative,Kharif,22.5,68.7,Healthy_Low_Risk
Cotton,Vegetative,Kharif,36.9,48.2,High_Risk_Whitefly
Groundnut,Yielding,Kharif,33.8,69.9,Healthy_Low_Risk
Rice,Vegetative,Rabi,34.0,97.2,High_Risk_Bacterial_Blight
Cotton,Vegetative,Rabi,37.4,97.7,Healthy_Low_Risk
Cotton,Vegetative,Kharif,33.4,80.2,Healthy_Low_Risk
Maize,Yielding,Zaid,33.8,97.9,Healthy_Low_Risk
Sugarcane,Flowering,Rabi,31.9,53.2,Healthy_Low_Risk
Groundnut,Yielding,Kharif,29.1,84.7,Healthy_Low_Risk
Cotton,Flowering,Rabi,39.4,60.8,Healthy_Low_Risk
Sugarcane,Vegetative,Rabi,23.7,76.9,Healthy_Low_Risk
Cotton,Flowering,Rabi,35.0,77.3,Healthy_Low_Risk
Maize,Flowering,Rabi,28.3,62.5,Healthy_Low_Risk
Sugarcane,Yielding,Rabi,37.4,70.3,Healthy_Low_Risk
Cotton,Vegetative,Rabi,31.0,75.1,Healthy_Low_Risk
Groundnut,Yielding,Kharif,22.5,82.3,Healthy_Low_Risk
Cotton,Flowering,Rabi,39.3,93.1,Healthy_Low_Risk
Maize,Yielding,Zaid,36.3,81.4,Healthy_Low_Risk
Maize,Yielding,Kharif,38.8,40.8,Healthy_Low_Risk
Rice,Vegetative,Rabi,30.8,85.6,Healthy_Low_Risk
Cotton,Vegetative,Zaid,27.2,77.6,Healthy_Low_Risk
Cotton,Flowering,Zaid,24.0,97.1,Healthy_Low_Risk
Cotton,Flowering,Rabi,25.1,89.7,Healthy_Low_Risk
Maize,Yielding,Kharif,28.7,76.0,Healthy_Low_Risk
Maize,Yielding,Rabi,34.7,85.6,Healthy_Low_Risk
Sugarcane,Vegetative,Kharif,28.8,82.3,Healthy_Low_Risk
Sugarcane,Flowering,Zaid,31.9,64.9,Healthy_Low_Risk
Groundnut,Flowering,Kharif,31.3,78.2,High_Risk_Tikka_Disease
Cotton,Flowering,Kharif,25.9,73.4,Healthy_Low_Risk
Rice,Vegetative,Zaid,26.8,53.6,Healthy_Low_Risk
Sugarcane,Flowering,Zaid,38.9,77.7,Healthy_Low_Risk
Maize,Yielding,Kharif,22.2,69.8,Healthy_Low_Risk
Groundnut,Yielding,Kharif,22.1,48.1,Healthy_Low_Risk
Maize,Vegetative,Rabi,29.5,71.1,Healthy_Low_Risk
Groundnut,Yielding,Zaid,39.8,59.7,Healthy_Low_Risk
Cotton,Flowering,Rabi,35.6,73.7,Healthy_Low_Risk
Sugarcane,Vegetative,Kharif,37.6,52.2,Healthy_Low_Risk
Groundnut,Vegetative,Zaid,32.1,51.2,Healthy_Low_Risk
Groundnut,Flowering,Rabi,29.7,92.4,Healthy_Low_Risk
Cotton,Vegetative,Kharif,31.6,46.2,Healthy_Low_Risk
Rice,Yielding,Zaid,27.1,83.9,Healthy_Low_Risk
Sugarcane,Yielding,Rabi,27.1,75.3,Healthy_Low_Risk
Groundnut,Flowering,Kharif,27.4,74.8,Healthy_Low_Risk
Rice,Vegetative,Kharif,36.5,79.7,Healthy_Low_Risk
Groundnut,Flowering,Rabi,38.7,68.5,Healthy_Low_Risk
Cotton,Flowering,Zaid,26.9,54.4,Healthy_Low_Risk
Groundnut,Vegetative,Zaid,22.0,64.1,Healthy_Low_Risk
Sugarcane,Yielding,Zaid,30.9,95.7,Healthy_Low_Risk
Groundnut,Vegetative,Zaid,39.2,48.9,Healthy_Low_Risk
Sugarcane,Yielding,Zaid,27.5,45.5,Healthy_Low_Risk
Maize,Yielding,Rabi,39.8,77.0,Healthy_Low_Risk
Groundnut,Yielding,Kharif,29.7,94.0,Healthy_Low_Risk
Cotton,Yielding,Rabi,24.4,79.2,Healthy_Low_Risk
Rice,Yielding,Zaid,37.7,83.9,High_Risk_Bacterial_Blight
Rice,Flowering,Kharif,39.3,85.8,High_Risk_Bacterial_Blight
Rice,Yielding,Rabi,34.9,51.7,Healthy_Low_Risk
Maize,Vegetative,Rabi,36.5,48.5,Healthy_Low_Risk
Sugarcane,Flowering,Kharif,36.3,92.7,High_Risk_Red_Rot
Groundnut,Yielding,Kharif,32.7,69.9,Healthy_Low_Risk
Maize,Vegetative,Rabi,39.9,60.6,Healthy_Low_Risk
Cotton,Yielding,Zaid,38.3,92.7,Healthy_Low_Risk
Rice,Vegetative,Rabi,23.5,73.0,Healthy_Low_Risk
Sugarcane,Yielding,Rabi,28.1,78.7,Healthy_Low_Risk
Sugarcane,Yielding,Rabi,30.7,74.7,Healthy_Low_Risk
Rice,Yielding,Rabi,23.7,64.5,Healthy_Low_Risk
Groundnut,Vegetative,Zaid,28.8,93.4,Healthy_Low_Risk
Groundnut,Yielding,Rabi,25.5,74.2,Healthy_Low_Risk
Rice,Vegetative,Rabi,38.5,86.5,High_Risk_Bacterial_Blight
Groundnut,Yielding,Zaid,35.0,81.1,High_Risk_Tikka_Disease
Sugarcane,Flowering,Rabi,28.6,86.8,Healthy_Low_Risk
Maize,Vegetative,Rabi,36.8,46.6,Healthy_Low_Risk
Cotton,Yielding,Rabi,28.3,97.8,Healthy_Low_Risk
Rice,Flowering,Rabi,22.7,84.5,Healthy_Low_Risk
Rice,Yielding,Rabi,31.0,81.6,Healthy_Low_Risk
Sugarcane,Flowering,Zaid,37.9,96.5,Healthy_Low_Risk
Cotton,Flowering,Zaid,22.6,45.1,Healthy_Low_Risk
Groundnut,Yielding,Kharif,35.0,46.0,Healthy_Low_Risk
Sugarcane,Yielding,Kharif,30.7,69.7,Healthy_Low_Risk
Rice,Vegetative,Kharif,28.9,44.0,Healthy_Low_Risk
Groundnut,Yielding,Kharif,26.3,54.2,Healthy_Low_Risk
Maize,Yielding,Kharif,30.5,74.9,Healthy_Low_Risk
Rice,Vegetative,Rabi,35.8,56.6,Healthy_Low_Risk
Cotton,Flowering,Rabi,29.3,83.4,Healthy_Low_Risk
Maize,Yielding,Rabi,39.7,77.5,Healthy_Low_Risk
Cotton,Yielding,Zaid,37.2,83.7,Healthy_Low_Risk
Groundnut,Vegetative,Zaid,32.5,46.5,Healthy_Low_Risk
Sugarcane,Yielding,Kharif,37.3,59.9,Healthy_Low_Risk
Sugarcane,Flowering,Rabi,29.0,94.8,Healthy_Low_Risk
Cotton,Yielding,Kharif,30.4,95.6,Healthy_Low_Risk
Cotton,Flowering,Zaid,30.1,81.7,Healthy_Low_Risk
Sugarcane,Yielding,Zaid,39.5,54.2,Healthy_Low_Risk
Cotton,Vegetative,Zaid,34.3,97.4,Healthy_Low_Risk
Rice,Vegetative,Zaid,38.8,40.6,Healthy_Low_Risk
Maize,Flowering,Rabi,34.1,41.3,Healthy_Low_Risk
Groundnut,Flowering,Rabi,22.8,43.4,Healthy_Low_Risk
Sugarcane,Flowering,Rabi,34.8,84.6,Healthy_Low_Risk
Groundnut,Vegetative,Rabi,36.0,60.6,Healthy_Low_Risk
Groundnut,Yielding,Zaid,33.3,91.7,High_Risk_Tikka_Disease
Cotton,Vegetative,Zaid,35.7,51.6,High_Risk_Whitefly
Maize,Yielding,Rabi,29.7,78.9,Healthy_Low_Risk
Sugarcane,Vegetative,Rabi,36.5,56.0,Healthy_Low_Risk
Rice,Flowering,Kharif,33.9,78.6,Healthy_Low_Risk
Maize,Flowering,Zaid,30.3,43.1,Healthy_Low_Risk
Groundnut,Vegetative,Kharif,26.6,87.2,Healthy_Low_Risk
Sugarcane,Vegetative,Kharif,23.2,57.9,Healthy_Low_Risk
Groundnut,Flowering,Zaid,31.0,94.3,High_Risk_Tikka_Disease
Rice,Flowering,Rabi,30.0,67.9,Healthy_Low_Risk
Cotton,Vegetative,Kharif,32.6,48.8,High_Risk_Whitefly
Sugarcane,Flowering,Rabi,27.8,61.4,Healthy_Low_Risk
Groundnut,Yielding,Zaid,29.1,83.5,Healthy_Low_Risk
Maize,Vegetative,Rabi,28.8,66.8,Healthy_Low_Risk
Sugarcane,Vegetative,Zaid,36.8,66.7,Healthy_Low_Risk
Cotton,Vegetative,Rabi,27.2,47.2,Healthy_Low_Risk
Cotton,Vegetative,Kharif,27.0,67.7,Healthy_Low_Risk
Sugarcane,Vegetative,Kharif,30.1,52.7,Healthy_Low_Risk
Rice,Vegetative,Zaid,26.0,73.9,Healthy_Low_Risk
Rice,Flowering,Kharif,29.6,72.3,Healthy_Low_Risk
Cotton,Flowering,Kharif,27.1,76.1,Healthy_Low_Risk
Rice,Flowering,Kharif,34.0,73.8,Healthy_Low_Risk
Cotton,Yielding,Zaid,27.9,81.4,Healthy_Low_Risk
Cotton,Yielding,Kharif,39.8,42.5,High_Risk_Whitefly
Cotton,Yielding,Zaid,26.3,64.8,Healthy_Low_Risk
Maize,Vegetative,Zaid,23.5,59.3,Healthy_Low_Risk
Rice,Flowering,Rabi,25.1,51.4,Healthy_Low_Risk
Groundnut,Yielding,Kharif,36.0,78.1,High_Risk_Tikka_Disease
Cotton,Vegetative,Zaid,26.2,58.7,Healthy_Low_Risk
Groundnut,Vegetative,Kharif,25.1,92.4,Healthy_Low_Risk
Cotton,Flowering,Rabi,39.6,79.8,Healthy_Low_Risk
Cotton,Yielding,Kharif,26.8,55.1,Healthy_Low_Risk
Sugarcane,Yielding,Zaid,34.6,66.7,Healthy_Low_Risk
Groundnut,Vegetative,Zaid,28.8,40.3,Healthy_Low_Risk
Maize,Yielding,Zaid,35.7,88.8,Healthy_Low_Risk
Cotton,Vegetative,Zaid,22.3,88.5,Healthy_Low_Risk
Groundnut,Yielding,Rabi,38.4,43.6,Healthy_Low_Risk
Groundnut,Vegetative,Rabi,23.4,50.4,Healthy_Low_Risk
Cotton,Flowering,Kharif,26.8,78.3,Healthy_Low_Risk
Maize,Vegetative,Rabi,25.2,97.0,Healthy_Low_Risk
Rice,Vegetative,Kharif,32.5,92.7,High_Risk_Bacterial_Blight
Maize,Vegetative,Zaid,36.8,91.4,Healthy_Low_Risk
Maize,Flowering,Zaid,26.3,93.0,Healthy_Low_Risk
Sugarcane,Flowering,Kharif,22.6,83.6,Healthy_Low_Risk
Maize,Flowering,Zaid,22.4,56.2,Healthy_Low_Risk
Maize,Flowering,Rabi,37.8,72.1,Healthy_Low_Risk
Cotton,Vegetative,Rabi,28.1,76.9,Healthy_Low_Risk
Cotton,Flowering,Kharif,29.7,55.9,Healthy_Low_Risk
Cotton,Yielding,Zaid,24.8,56.6,Healthy_Low_Risk
Cotton,Yielding,Kharif,38.1,66.7,Healthy_Low_Risk
Sugarcane,Yielding,Kharif,38.8,63.5,Healthy_Low_Risk
Maize,Flowering,Zaid,22.1,74.1,Healthy_Low_Risk
Groundnut,Yielding,Kharif,30.2,94.0,High_Risk_Tikka_Disease
Sugarcane,Vegetative,Rabi,31.8,55.1,Healthy_Low_Risk
Groundnut,Vegetative,Rabi,25.8,91.3,Healthy_Low_Risk
Maize,Yielding,Kharif,29.8,83.0,Healthy_Low_Risk
Rice,Flowering,Kharif,25.9,78.7,Healthy_Low_Risk
Sugarcane,Yielding,Kharif,31.7,79.8,Healthy_Low_Risk
Cotton,Flowering,Rabi,30.9,48.0,Healthy_Low_Risk
Cotton,Yielding,Kharif,27.7,60.3,Healthy_Low_Risk
Cotton,Yielding,Rabi,37.9,83.7,Healthy_Low_Risk
Rice,Flowering,Rabi,29.6,90.5,High_Risk_Rice_Blast
Groundnut,Flowering,Kharif,38.4,86.9,High_Risk_Tikka_Disease
Cotton,Flowering,Zaid,34.1,48.2,High_Risk_Whitefly
Maize,Vegetative,Rabi,35.2,65.1,Healthy_Low_Risk
Groundnut,Vegetative,Rabi,34.6,77.9,High_Risk_Tikka_Disease
Maize,Yielding,Zaid,39.3,97.6,Healthy_Low_Risk
Maize,Vegetative,Kharif,39.2,77.2,Healthy_Low_Risk
Sugarcane,Flowering,Kharif,33.7,80.5,Healthy_Low_Risk
Maize,Vegetative,Zaid,35.4,51.6,Healthy_Low_Risk
Cotton,Flowering,Zaid,26.1,58.1,Healthy_Low_Risk
Cotton,Vegetative,Rabi,34.2,70.0,Healthy_Low_Risk
Maize,Flowering,Rabi,26.6,82.7,Healthy_Low_Risk
Cotton,Yielding,Zaid,28.8,43.3,Healthy_Low_Risk
Cotton,Yielding,Zaid,39.3,41.7,High_Risk_Whitefly
Sugarcane,Yielding,Rabi,27.4,74.6,Healthy_Low_Risk
Maize,Flowering,Zaid,32.5,50.7,Healthy_Low_Risk
Rice,Vegetative,Kharif,32.0,90.5,Healthy_Low_Risk
Rice,Yielding,Zaid,35.7,58.9,Healthy_Low_Risk
Maize,Yielding,Zaid,28.7,67.7,Healthy_Low_Risk
Cotton,Flowering,Kharif,37.5,44.4,High_Risk_Whitefly
Rice,Yielding,Zaid,31.1,83.2,Healthy_Low_Risk
Groundnut,Flowering,Kharif,34.4,50.9,Healthy_Low_Risk
Rice,Yielding,Zaid,35.9,82.6,High_Risk_Bacterial_Blight
Cotton,Flowering,Kharif,35.0,79.0,Healthy_Low_Risk
Maize,Yielding,Zaid,36.6,72.2,Healthy_Low_Risk
Cotton,Yielding,Rabi,34.8,47.4,High_Risk_Whitefly
Groundnut,Vegetative,Rabi,37.3,62.6,Healthy_Low_Risk
Rice,Yielding,Rabi,22.6,69.1,Healthy_Low_Risk
Rice,Flowering,Kharif,24.5,88.5,Healthy_Low_Risk
Rice,Vegetative,Zaid,33.4,75.6,Healthy_Low_Risk
Cotton,Yielding,Kharif,30.3,66.9,Healthy_Low_Risk
Groundnut,Vegetative,Zaid,28.4,83.1,Healthy_Low_Risk
Sugarcane,Vegetative,Rabi,32.4,73.7,Healthy_Low_Risk
Groundnut,Vegetative,Kharif,32.8,71.9,Healthy_Low_Risk
Cotton,Flowering,Rabi,26.4,80.5,Healthy_Low_Risk
Groundnut,Vegetative,Kharif,24.7,73.4,Healthy_Low_Risk
Groundnut,Vegetative,Rabi,24.5,87.7,Healthy_Low_Risk
Maize,Vegetative,Kharif,29.4,79.9,Healthy_Low_Risk
Groundnut,Yielding,Kharif,35.9,41.4,Healthy_Low_Risk
Groundnut,Flowering,Kharif,28.6,78.3,Healthy_Low_Risk
Maize,Yielding,Zaid,23.6,69.3,Healthy_Low_Risk
Groundnut,Flowering,Kharif,25.6,76.8,Healthy_Low_Risk
Sugarcane,Vegetative,Kharif,27.1,65.2,Healthy_Low_Risk
Cotton,Yielding,Kharif,26.8,72.0,Healthy_Low_Risk
Rice,Yielding,Zaid,32.7,73.3,Healthy_Low_Risk
Sugarcane,Yielding,Rabi,24.7,95.4,Healthy_Low_Risk
Sugarcane,Yielding,Kharif,34.6,50.1,Healthy_Low_Risk
Sugarcane,Flowering,Rabi,27.2,43.2,Healthy_Low_Risk
Groundnut,Vegetative,Kharif,38.8,55.3,Healthy_Low_Risk
Cotton,Vegetative,Zaid,36.3,77.2,Healthy_Low_Risk
Maize,Yielding,Rabi,30.0,61.5,Healthy_Low_Risk
Cotton,Vegetative,Zaid,29.9,89.7,Healthy_Low_Risk
Cotton,Vegetative,Rabi,26.2,71.7,Healthy_Low_Risk
Sugarcane,Vegetative,Zaid,37.3,59.5,Healthy_Low_Risk
Cotton,Flowering,Rabi,32.2,89.6,Healthy_Low_Risk
Cotton,Yielding,Zaid,31.6,65.3,Healthy_Low_Risk
Rice,Vegetative,Kharif,26.4,52.5,Healthy_Low_Risk
Sugarcane,Flowering,Zaid,24.4,50.2,Healthy_Low_Risk
Maize,Yielding,Kharif,27.4,66.0,Healthy_Low_Risk
Rice,Vegetative,Rabi,22.9,90.9,Healthy_Low_Risk
Groundnut,Vegetative,Rabi,32.8,97.5,High_Risk_Tikka_Disease
Groundnut,Flowering,Kharif,35.5,74.0,Healthy_Low_Risk
Groundnut,Yielding,Zaid,33.6,78.4,High_Risk_Tikka_Disease
Maize,Flowering,Kharif,24.7,88.2,Healthy_Low_Risk
Maize,Flowering,Kharif,27.6,93.4,Healthy_Low_Risk
Sugarcane,Yielding,Zaid,38.2,75.6,Healthy_Low_Risk
Rice,Vegetative,Zaid,23.3,81.3,Healthy_Low_Risk
Sugarcane,Yielding,Zaid,33.2,75.2,Healthy_Low_Risk
Maize,Vegetative,Rabi,31.1,88.5,Healthy_Low_Risk
Maize,Yielding,Kharif,26.0,78.1,Healthy_Low_Risk
Sugarcane,Vegetative,Rabi,23.0,89.5,Healthy_Low_Risk
Cotton,Yielding,Kharif,28.4,91.5,Healthy_Low_Risk
Maize,Vegetative,Zaid,26.8,66.5,Healthy_Low_Risk
Groundnut,Yielding,Kharif,30.9,65.7,Healthy_Low_Risk
Maize,Vegetative,Rabi,30.2,92.1,Healthy_Low_Risk
Rice,Yielding,Zaid,37.6,88.3,High_Risk_Bacterial_Blight
Cotton,Flowering,Rabi,26.7,95.0,Healthy_Low_Risk
Rice,Yielding,Zaid,23.5,42.1,Healthy_Low_Risk
Sugarcane,Flowering,Rabi,37.5,82.2,Healthy_Low_Risk
Sugarcane,Yielding,Zaid,36.5,63.8,Healthy_Low_Risk
Rice,Flowering,Zaid,22.4,69.8,Healthy_Low_Risk
Rice,Yielding,Kharif,36.5,73.4,Healthy_Low_Risk
Sugarcane,Vegetative,Rabi,35.6,63.6,Healthy_Low_Risk
Sugarcane,Yielding,Zaid,24.8,96.8,Healthy_Low_Risk
Maize,Vegetative,Kharif,36.1,45.8,Healthy_Low_Risk
Sugarcane,Vegetative,Kharif,28.2,41.1,Healthy_Low_Risk
Groundnut,Vegetative,Zaid,29.9,63.2,Healthy_Low_Risk
Groundnut,Yielding,Rabi,34.0,71.7,Healthy_Low_Risk
Cotton,Flowering,Rabi,27.9,75.3,Healthy_Low_Risk
Cotton,Yielding,Zaid,27.6,54.1,Healthy_Low_Risk
Sugarcane,Yielding,Kharif,29.6,75.3,Healthy_Low_Risk
Sugarcane,Vegetative,Zaid,31.2,64.1,Healthy_Low_Risk
Groundnut,Vegetative,Zaid,36.9,72.3,Healthy_Low_Risk
Sugarcane,Yielding,Kharif,25.3,43.3,Healthy_Low_Risk
Groundnut,Yielding,Zaid,30.7,42.4,Healthy_Low_Risk
Rice,Yielding,Kharif,32.2,79.9,Healthy_Low_Risk
Maize,Yielding,Rabi,34.1,80.0,Healthy_Low_Risk
Sugarcane,Vegetative,Rabi,30.3,72.5,Healthy_Low_Risk
Cotton,Flowering,Kharif,27.7,74.2,Healthy_Low_Risk
Sugarcane,Flowering,Kharif,23.3,75.1,Healthy_Low_Risk
Cotton,Yielding,Kharif,23.6,50.4,Healthy_Low_Risk
Maize,Flowering,Kharif,23.5,40.4,Healthy_Low_Risk
Cotton,Vegetative,Rabi,39.0,43.3,High_Risk_Whitefly
Cotton,Flowering,Zaid,29.4,86.3,Healthy_Low_Risk
Cotton,Vegetative,Kharif,33.2,68.6,Healthy_Low_Risk
Cotton,Flowering,Kharif,24.2,41.4,Healthy_Low_Risk
Cotton,Yielding,Zaid,23.1,74.8,Healthy_Low_Risk
Cotton,Flowering,Zaid,30.7,42.9,Healthy_Low_Risk
Groundnut,Vegetative,Zaid,37.0,57.3,Healthy_Low_Risk
Maize,Vegetative,Kharif,32.0,53.1,Healthy_Low_Risk
Maize,Flowering,Kharif,27.2,41.9,Healthy_Low_Risk
Cotton,Vegetative,Rabi,34.6,78.7,Healthy_Low_Risk
Groundnut,Yielding,Rabi,25.9,64.2,Healthy_Low_Risk
Rice,Flowering,Kharif,23.7,57.6,Healthy_Low_Risk
Rice,Yielding,Zaid,33.3,89.7,High_Risk_Bacterial_Blight
Sugarcane,Yielding,Rabi,35.2,45.3,Healthy_Low_Risk
Rice,Flowering,Rabi,29.5,50.6,Healthy_Low_Risk
Maize,Yielding,Rabi,33.0,43.5,Healthy_Low_Risk
Rice,Yielding,Rabi,36.3,76.8,Healthy_Low_Risk
Rice,Flowering,Rabi,29.7,75.5,Healthy_Low_Risk
Maize,Yielding,Kharif,32.6,60.1,Healthy_Low_Risk
Groundnut,Yielding,Kharif,31.6,52.3,Healthy_Low_Risk
Rice,Flowering,Zaid,39.4,93.2,High_Risk_Bacterial_Blight
Maize,Vegetative,Kharif,37.6,78.2,Healthy_Low_Risk
Groundnut,Vegetative,Zaid,36.1,64.4,Healthy_Low_Risk
Groundnut,Flowering,Rabi,34.5,58.0,Healthy_Low_Risk
Maize,Vegetative,Zaid,36.9,51.5,Healthy_Low_Risk
Rice,Yielding,Zaid,31.2,77.5,Healthy_Low_Risk
Sugarcane,Vegetative,Kharif,27.7,70.7,Healthy_Low_Risk
Rice,Yielding,Kharif,31.4,45.3,Healthy_Low_Risk
Sugarcane,Vegetative,Zaid,22.8,90.0,Healthy_Low_Risk
Maize,Yielding,Kharif,37.3,95.8,Healthy_Low_Risk
Cotton,Yielding,Rabi,31.3,63.1,Healthy_Low_Risk
Maize,Vegetative,Rabi,23.1,59.1,Healthy_Low_Risk
Maize,Yielding,Zaid,38.1,56.0,Healthy_Low_Risk
Rice,Vegetative,Rabi,28.1,69.1,Healthy_Low_Risk
Maize,Flowering,Kharif,36.3,70.6,Healthy_Low_Risk
Maize,Yielding,Zaid,32.0,49.3,Healthy_Low_Risk
Maize,Yielding,Zaid,37.4,85.6,Healthy_Low_Risk
Maize,Flowering,Kharif,23.0,70.6,Healthy_Low_Risk
Maize,Flowering,Zaid,23.7,41.9,Healthy_Low_Risk
Maize,Vegetative,Kharif,34.5,94.9,Healthy_Low_Risk
Maize,Yielding,Kharif,23.7,44.2,Healthy_Low_Risk
Groundnut,Vegetative,Zaid,38.0,57.3,Healthy_Low_Risk
Cotton,Vegetative,Rabi,36.4,84.9,Healthy_Low_Risk
Sugarcane,Yielding,Rabi,22.4,44.6,Healthy_Low_Risk
Groundnut,Yielding,Kharif,31.6,61.2,Healthy_Low_Risk
Groundnut,Vegetative,Zaid,24.8,87.0,Healthy_Low_Risk
Maize,Yielding,Rabi,38.1,92.9,Healthy_Low_Risk
Rice,Yielding,Rabi,39.4,44.8,Healthy_Low_Risk
Cotton,Flowering,Kharif,27.8,77.2,Healthy_Low_Risk
Cotton,Flowering,Kharif,35.5,88.9,Healthy_Low_Risk
Sugarcane,Vegetative,Zaid,26.2,66.9,Healthy_Low_Risk
Sugarcane,Flowering,Rabi,24.5,76.6,Healthy_Low_Risk
Rice,Flowering,Rabi,39.5,52.9,Healthy_Low_Risk
Groundnut,Vegetative,Kharif,34.4,89.9,High_Risk_Tikka_Disease
Sugarcane,Vegetative,Kharif,33.8,73.9,Healthy_Low_Risk
Sugarcane,Yielding,Rabi,30.6,50.3,Healthy_Low_Risk
Rice,Flowering,Kharif,34.8,71.9,Healthy_Low_Risk
Maize,Flowering,Rabi,38.6,51.6,Healthy_Low_Risk
Rice,Flowering,Rabi,24.8,67.9,Healthy_Low_Risk
Maize,Vegetative,Zaid,35.2,87.3,Healthy_Low_Risk
Cotton,Flowering,Zaid,25.5,72.1,Healthy_Low_Risk
Groundnut,Vegetative,Rabi,29.7,88.9,Healthy_Low_Risk
Sugarcane,Vegetative,Rabi,37.7,56.5,Healthy_Low_Risk
Rice,Yielding,Zaid,33.9,90.0,High_Risk_Bacterial_Blight
Cotton,Vegetative,Zaid,32.7,59.7,High_Risk_Whitefly
Rice,Flowering,Zaid,37.8,44.3,Healthy_Low_Risk
Maize,Yielding,Rabi,22.5,47.1,Healthy_Low_Risk
Groundnut,Flowering,Zaid,28.6,58.0,Healthy_Low_Risk
Cotton,Yielding,Rabi,24.4,66.2,Healthy_Low_Risk
Groundnut,Vegetative,Rabi,32.9,89.0,High_Risk_Tikka_Disease
Sugarcane,Flowering,Rabi,28.1,66.7,Healthy_Low_Risk
Sugarcane,Vegetative,Rabi,25.5,80.5,Healthy_Low_Risk
Groundnut,Yielding,Rabi,23.2,78.1,Healthy_Low_Risk
Groundnut,Yielding,Rabi,27.5,44.6,Healthy_Low_Risk
Maize,Flowering,Rabi,26.7,56.4,Healthy_Low_Risk
Rice,Yielding,Rabi,28.5,88.7,High_Risk_Rice_Blast
Groundnut,Vegetative,Kharif,27.4,91.6,Healthy_Low_Risk
Rice,Flowering,Rabi,37.9,84.4,High_Risk_Bacterial_Blight
Sugarcane,Flowering,Zaid,22.0,62.4,Healthy_Low_Risk
Cotton,Flowering,Rabi,32.3,90.5,Healthy_Low_Risk
Sugarcane,Flowering,Rabi,32.9,81.3,Healthy_Low_Risk
Maize,Vegetative,Rabi,32.5,96.1,Healthy_Low_Risk
Maize,Vegetative,Kharif,28.4,80.7,Healthy_Low_Risk
Maize,Vegetative,Kharif,33.9,72.1,Healthy_Low_Risk
Maize,Yielding,Rabi,28.8,40.7,Healthy_Low_Risk
Rice,Flowering,Kharif,26.3,93.4,High_Risk_Rice_Blast
Sugarcane,Flowering,Zaid,29.7,49.4,Healthy_Low_Risk
Maize,Vegetative,Rabi,39.5,65.2,Healthy_Low_Risk
Rice,Vegetative,Kharif,31.2,77.4,Healthy_Low_Risk
Rice,Vegetative,Zaid,28.5,70.8,Healthy_Low_Risk
Cotton,Yielding,Rabi,34.7,74.3,Healthy_Low_Risk
Rice,Flowering,Rabi,36.0,61.1,Healthy_Low_Risk
Cotton,Vegetative,Zaid,35.2,89.5,Healthy_Low_Risk
Maize,Vegetative,Zaid,31.7,47.1,Healthy_Low_Risk
Maize,Yielding,Kharif,27.0,79.4,Healthy_Low_Risk
Maize,Flowering,Rabi,38.3,96.8,Healthy_Low_Risk
Rice,Flowering,Rabi,37.4,74.5,Healthy_Low_Risk
Maize,Vegetative,Zaid,36.1,63.0,Healthy_Low_Risk
Groundnut,Yielding,Rabi,32.6,56.3,Healthy_Low_Risk
Sugarcane,Yielding,Kharif,39.4,66.3,Healthy_Low_Risk
Rice,Vegetative,Kharif,26.1,85.5,High_Risk_Rice_Blast
Sugarcane,Flowering,Rabi,36.4,72.7,Healthy_Low_Risk
Cotton,Flowering,Rabi,30.5,82.3,Healthy_Low_Risk
Groundnut,Vegetative,Zaid,36.0,54.9,Healthy_Low_Risk
Maize,Vegetative,Kharif,23.3,59.1,Healthy_Low_Risk
Cotton,Vegetative,Zaid,30.4,64.1,Healthy_Low_Risk
Rice,Flowering,Zaid,29.7,71.3,Healthy_Low_Risk
Maize,Yielding,Zaid,27.3,96.0,Healthy_Low_Risk
Sugarcane,Yielding,Rabi,30.7,87.4,Healthy_Low_Risk
Groundnut,Yielding,Zaid,38.4,51.1,Healthy_Low_Risk
Cotton,Flowering,Zaid,31.9,78.0,Healthy_Low_Risk
Groundnut,Flowering,Zaid,32.6,65.7,Healthy_Low_Risk
Rice,Yielding,Kharif,24.7,52.9,Healthy_Low_Risk
Groundnut,Yielding,Zaid,24.5,84.4,Healthy_Low_Risk
Cotton,Yielding,Kharif,26.0,70.5,Healthy_Low_Risk
Cotton,Vegetative,Zaid,34.4,52.1,High_Risk_Whitefly
Cotton,Flowering,Kharif,35.8,97.0,Healthy_Low_Risk
Maize,Flowering,Rabi,22.1,88.2,Healthy_Low_Risk
Sugarcane,Yielding,Zaid,24.9,83.3,Healthy_Low_Risk
Sugarcane,Vegetative,Kharif,38.7,86.7,Healthy_Low_Risk
Groundnut,Vegetative,Zaid,31.0,46.0,Healthy_Low_Risk
Rice,Vegetative,Zaid,30.9,58.8,Healthy_Low_Risk
Groundnut,Vegetative,Kharif,31.0,59.4,Healthy_Low_Risk
Rice,Yielding,Kharif,38.9,60.9,Healthy_Low_Risk
Groundnut,Flowering,Kharif,26.2,60.2,Healthy_Low_Risk
Rice,Yielding,Kharif,36.8,49.3,Healthy_Low_Risk
